state,county,cases,year,fips,prcp,avtemp,str_year,size
California,Colusa County,0,2000,6011,570.364809630347,15.83712134856344,pop2000,18829
California,Contra Costa County,1,2000,6013,564.8185369557348,15.464546326933236,pop2000,953192
California,Del Norte County,0,2000,6015,2404.374434111134,11.388775421294156,pop2000,27471
California,El Dorado County,0,2000,6017,1208.4800728841722,11.713377468998777,pop2000,157134
California,Fresno County,1,2000,6019,604.010540189396,13.404786749351707,pop2000,801444
California,Glenn County,1,2000,6021,641.9512242105751,15.186684194193706,pop2000,26451
California,Humboldt County,10,2000,6023,1626.5824565686678,12.446039857362447,pop2000,126403
California,Imperial County,0,2000,6025,28.278090035323032,23.32405887035109,pop2000,142396
California,Inyo County,0,2000,6027,128.94447497370362,15.694742243140546,pop2000,17918
California,Kern County,2,2000,6029,187.14815554804406,16.596062925664704,pop2000,663484
California,Kings County,0,2000,6031,206.62774819726343,17.80153764260782,pop2000,129774
California,Lake County,0,2000,6033,966.4480561191596,14.078098287860167,pop2000,58551
California,Lassen County,0,2000,6035,406.1260828674235,8.30894084692318,pop2000,33749
California,Los Angeles County,2,2000,6037,327.7722584670564,16.821809900163416,pop2000,9542578
California,Madera County,0,2000,6039,741.2781434201909,13.96496543466688,pop2000,123566
California,Marin County,3,2000,6041,931.2323848179409,14.060939936410813,pop2000,247614
California,Mariposa County,0,2000,6043,935.3028768353757,13.240256467751697,pop2000,17143
California,Mendocino County,7,2000,6045,1234.5610025819317,13.0671123494216,pop2000,86396
California,Merced County,1,2000,6047,362.89645508220764,16.83269647770502,pop2000,212122
California,Modoc County,0,2000,6049,418.6480297346761,8.356367988873245,pop2000,9415
California,Mono County,0,2000,6051,347.5589344049059,6.917563069508528,pop2000,12896
California,Monterey County,1,2000,6053,609.4942228581841,14.703235863158422,pop2000,403065
California,Napa County,2,2000,6055,818.3631751650855,15.402815092177619,pop2000,124545
California,Nevada County,9,2000,6057,1389.428671061198,11.212818320592245,pop2000,92503
California,Orange County,3,2000,6059,273.1860715321132,18.020581219877517,pop2000,2856372
California,Placer County,1,2000,6061,1233.935218081267,11.820676254189532,pop2000,251274
California,Plumas County,0,2000,6063,1034.611999660585,9.147070041516931,pop2000,20764
California,Riverside County,3,2000,6065,117.32933930359034,20.19727460103086,pop2000,1559109
California,Sacramento County,3,2000,6067,566.5634205466822,16.40072780533841,pop2000,1230150
California,San Benito County,0,2000,6069,434.17598100142044,14.861360271581622,pop2000,53827
California,San Bernardino County,1,2000,6071,104.05310681483128,19.17377831068112,pop2000,1718469
California,San Diego County,9,2000,6073,232.79828231713554,17.3282196387816,pop2000,2824987
California,San Francisco County,2,2000,6075,686.6111178927952,14.0065279006958,pop2000,777360
California,San Joaquin County,0,2000,6077,465.01747630466923,16.360923709156356,pop2000,567968
California,San Luis Obispo County,1,2000,6079,471.4803664044636,15.218486357510574,pop2000,247878
California,San Mateo County,2,2000,6081,812.3800036781713,14.041129350662231,pop2000,708272
California,Santa Barbara County,0,2000,6083,586.4577833279013,15.146678078938,pop2000,399784
California,Santa Clara County,2,2000,6085,609.635157213713,15.191755540747392,pop2000,1685842
California,Santa Cruz County,5,2000,6087,1173.4994702148438,14.39463623046875,pop2000,255834
California,Shasta County,0,2000,6089,1310.804001513672,12.576422542572022,pop2000,163782
California,Sierra County,0,2000,6091,1255.7542092172723,8.52426286747581,pop2000,3569
California,Siskiyou County,0,2000,6093,954.8217558241982,9.48933965508037,pop2000,44230
California,Solano County,1,2000,6095,592.4231890249944,16.04572255369546,pop2000,396974
California,Sonoma County,8,2000,6097,1026.9272195016695,14.663960737806137,pop2000,460411
California,Stanislaus County,1,2000,6099,424.4246522322945,16.611848723370095,pop2000,449702
California,Sutter County,1,2000,6101,535.5324982352879,16.517646115759145,pop2000,79149
California,Tehama County,2,2000,6103,904.9722995716683,14.58520030768471,pop2000,56136
California,Trinity County,1,2000,6105,1310.1661362216266,10.943263222753881,pop2000,13006
California,Tulare County,0,2000,6107,556.8134920086412,12.644242320072522,pop2000,368628
California,Tuolumne County,0,2000,6109,1214.1907846644306,9.607668957502945,pop2000,54651
California,Ventura County,2,2000,6111,516.0964267281072,14.766137344302333,pop2000,756366
California,Yolo County,0,2000,6113,552.2403740734787,16.39357480351229,pop2000,169884
California,Yuba County,0,2000,6115,924.9894957879577,15.680992357658617,pop2000,60334
Colorado,Adams County,0,2000,8001,338.12450048273257,10.559846435893666,pop2000,350961
Colorado,Alamosa County,0,2000,8003,238.54417374990518,6.48478039014108,pop2000,14964
Colorado,Arapahoe County,0,2000,8005,401.92471561586956,10.318271319071451,pop2000,491701
Colorado,Archuleta County,0,2000,8007,575.6936889944725,6.696195561185624,pop2000,10038
Colorado,Baca County,0,2000,8009,362.6208128178785,12.564844245232907,pop2000,4501
Colorado,Bent County,0,2000,8011,252.06454219818116,12.652000506718954,pop2000,5968
Colorado,Boulder County,0,2000,8013,508.8171908796326,7.444034454990025,pop2000,271669
Colorado,Broomfield County,0,2000,8014,306.9533335367839,11.11011823018392,pop2000,39563
Colorado,Chaffee County,0,2000,8015,530.8880478463522,3.603684456322254,pop2000,16315
Colorado,Cheyenne County,0,2000,8017,290.71505340686343,11.122046016183571,pop2000,2218
Colorado,Clear Creek County,0,2000,8019,633.5080982995412,2.635336609882495,pop2000,9310
Colorado,Conejos County,0,2000,8021,483.18231680312596,5.188648158513406,pop2000,8398
Colorado,Costilla County,0,2000,8023,364.38328129695014,5.897246147921452,pop2000,3668
Colorado,Crowley County,0,2000,8025,259.55784045410155,12.061386985778809,pop2000,5533
Colorado,Custer County,0,2000,8027,447.3972578470686,5.722130890507086,pop2000,3514
Colorado,Delta County,0,2000,8029,439.1431986786598,8.597329471000405,pop2000,27916
Colorado,Denver County,0,2000,8031,342.77875328063965,11.341377794742584,pop2000,556094
Colorado,Dolores County,0,2000,8033,539.4619144392602,6.888335621651308,pop2000,1846
Colorado,Douglas County,0,2000,8035,453.0556917630709,8.92081566957327,pop2000,180311
Colorado,Eagle County,0,2000,8037,606.7887355760596,4.608935964404395,pop2000,41987
Colorado,Elbert County,0,2000,8039,416.43050694120103,9.418342215427455,pop2000,20099
Colorado,El Paso County,0,2000,8041,406.34296875,9.327708053588868,pop2000,519463
Colorado,Fremont County,0,2000,8043,357.46744493660947,8.27519220245042,pop2000,46277
Colorado,Garfield County,0,2000,8045,555.167462411974,6.822428728759623,pop2000,44259
Colorado,Gilpin County,0,2000,8047,588.3743471891984,4.524340608845586,pop2000,4816
Colorado,Grand County,0,2000,8049,639.8119928418976,2.8595134735657894,pop2000,12490
Colorado,Gunnison County,0,2000,8051,628.6816709276656,3.9744647092127825,pop2000,14006
Colorado,Hinsdale County,0,2000,8053,793.2773376103689,1.7533264280511782,pop2000,790
Colorado,Huerfano County,0,2000,8055,401.19914592960015,9.064185806406222,pop2000,7823
Colorado,Jackson County,0,2000,8057,711.0702991770274,3.048791192630749,pop2000,1576
Colorado,Jefferson County,0,2000,8059,427.77736891361707,8.182740483367652,pop2000,526471
Colorado,Kiowa County,0,2000,8061,268.1355691389604,11.808277950142369,pop2000,1614
Colorado,Kit Carson County,0,2000,8063,361.8742076594655,10.754243385501024,pop2000,7978
Colorado,Lake County,0,2000,8065,677.0664865594161,1.2165906473242662,pop2000,7832
Colorado,La Plata County,0,2000,8067,556.9818566458566,7.343188990902022,pop2000,44221
Colorado,Larimer County,0,2000,8069,468.68507552265527,6.009870032274827,pop2000,253152
Colorado,Las Animas County,0,2000,8071,346.7856444898422,11.153432855127301,pop2000,15276
Colorado,Lincoln County,0,2000,8073,331.4695556640625,10.184215444399987,pop2000,6064
Colorado,Logan County,0,2000,8075,338.96094657548895,10.299624028548696,pop2000,20647
Colorado,Mesa County,0,2000,8077,392.49312891922597,9.28811118166571,pop2000,117488
Colorado,Mineral County,0,2000,8079,782.7695652803928,2.3413024493258634,pop2000,837
Colorado,Moffat County,0,2000,8081,343.3346112898594,7.1640381884080755,pop2000,13166
Colorado,Montezuma County,0,2000,8083,367.667405796051,9.919566663354635,pop2000,23863
Colorado,Montrose County,0,2000,8085,389.1819672745265,9.286596677276526,pop2000,33600
Colorado,Morgan County,0,2000,8087,311.9096848337274,10.59385394046181,pop2000,27256
Colorado,Otero County,0,2000,8089,296.86321230873546,12.72406607711871,pop2000,20248
Colorado,Ouray County,0,2000,8091,618.9754638671875,5.138487212459246,pop2000,3776
Colorado,Park County,0,2000,8093,440.87842265384296,3.51860106073215,pop2000,14696
Colorado,Phillips County,0,2000,8095,346.75081494389747,10.76927291130533,pop2000,4455
Colorado,Pitkin County,0,2000,8097,837.5965103047006,3.284485455752419,pop2000,14790
Colorado,Prowers County,0,2000,8099,322.2652089436849,12.3174289782842,pop2000,14444
Colorado,Pueblo County,0,2000,8101,320.3926631264065,11.801977684316428,pop2000,141839
Colorado,Rio Blanco County,0,2000,8103,451.0912972930679,7.294861999221314,pop2000,5979
Colorado,Rio Grande County,0,2000,8105,463.31884091142297,4.526014198427615,pop2000,12429
Colorado,Routt County,0,2000,8107,749.1792150548987,4.4588026988949325,pop2000,19828
Colorado,Saguache County,0,2000,8109,421.8947426932199,4.68331059436166,pop2000,5978
Colorado,San Juan County,0,2000,8111,1060.6298183865017,1.2235586222399164,pop2000,559
Colorado,San Miguel County,0,2000,8113,502.34182198842365,7.2295625056140125,pop2000,6616
Colorado,Sedgwick County,0,2000,8115,343.2102060123366,10.845846069102384,pop2000,2743
Colorado,Summit County,0,2000,8117,714.23094976516,1.807179368624375,pop2000,23701
Colorado,Teller County,0,2000,8119,423.00318489493907,4.880342499567912,pop2000,20648
Colorado,Washington County,0,2000,8121,357.6627992431019,10.395109766312228,pop2000,4942
Colorado,Weld County,0,2000,8123,250.77874813895974,9.838527750477738,pop2000,183045
Colorado,Yuma County,0,2000,8125,396.5584577195188,10.99792753381932,pop2000,9815
Connecticut,Fairfield County,1342,2000,9001,1243.232987733645,9.896996881360206,pop2000,884420
Connecticut,Hartford County,231,2000,9003,1226.6221534465922,9.394723748338633,pop2000,858422
Connecticut,Litchfield County,457,2000,9005,1294.73669116528,8.19741018716391,pop2000,182628
Connecticut,Middlesex County,191,2000,9007,1276.327452503551,9.664757589860397,pop2000,155633
Connecticut,New Haven County,442,2000,9009,1283.7557839786305,9.744997987560197,pop2000,824992
Connecticut,New London County,439,2000,9011,1250.9479227701822,9.626224319140116,pop2000,259575
Connecticut,Tolland County,201,2000,9013,1191.9356423117897,8.6602802623402,pop2000,136860
Connecticut,Windham County,359,2000,9015,1178.7448815634084,8.947875466457633,pop2000,109196
Delaware,Kent County,25,2000,10001,1220.18189453125,12.673353328704835,pop2000,127109
Delaware,New Castle County,121,2000,10003,1200.550498453776,12.313681968053181,pop2000,501913
Delaware,Sussex County,21,2000,10005,1184.43571571251,13.134059224809919,pop2000,157389
District of Columbia,District of Columbia,11,2000,11001,1022.3145363547585,13.49724240736528,pop2000,571744
Florida,Alachua County,1,2000,12001,998.0058808071923,20.286971667340694,pop2000,218602
Florida,Baker County,0,2000,12003,975.613370964326,19.500056668936487,pop2000,22373
Florida,Bay County,0,2000,12005,1057.820583597819,19.971626393000285,pop2000,148258
Florida,Bradford County,0,2000,12007,882.2344681589227,19.846523084138568,pop2000,26078
Florida,Brevard County,2,2000,12009,893.5450275783433,22.108262131334016,pop2000,477735
Florida,Broward County,0,2000,12011,1145.717412488214,24.16625401069378,pop2000,1631723
Florida,Calhoun County,0,2000,12013,1028.7273172518103,19.75842992270865,pop2000,13040
Florida,Charlotte County,0,2000,12015,902.8962785436752,22.684442824505744,pop2000,142246
Florida,Citrus County,1,2000,12017,936.2472843123071,21.046455830703547,pop2000,118639
Florida,Clay County,1,2000,12019,1040.5700020168138,19.871668940005094,pop2000,141621
Florida,Collier County,1,2000,12021,1105.4617571149554,23.523985474974243,pop2000,254070
Florida,Columbia County,0,2000,12023,1002.7054022054757,19.909728970147867,pop2000,56726
Florida,DeSoto County,0,2000,12027,919.3296820322672,22.134585916996002,pop2000,32262
Florida,Dixie County,0,2000,12029,1169.858016514542,19.902230593237547,pop2000,13817
Florida,Duval County,1,2000,12031,1063.1804119172643,20.03325132463799,pop2000,779803
Florida,Escambia County,1,2000,12033,1073.7562510172527,19.799191415309906,pop2000,294784
Florida,Flagler County,1,2000,12035,991.3139126542686,21.140938496244125,pop2000,50560
Florida,Franklin County,0,2000,12037,1168.4129345703125,20.26645118713379,pop2000,9841
Florida,Gadsden County,0,2000,12039,1089.6413330078126,19.638423334757487,pop2000,45067
Florida,Gilchrist County,0,2000,12041,1014.4066652784161,20.00307846069336,pop2000,14540
Florida,Glades County,0,2000,12043,729.472407749721,22.641719617341693,pop2000,10585
Florida,Gulf County,0,2000,12045,1106.4462387982537,20.16784762214212,pop2000,14587
Florida,Hamilton County,0,2000,12047,1017.6666235021643,19.569426923184782,pop2000,13325
Florida,Hardee County,0,2000,12049,828.7077382405599,22.01178907212757,pop2000,26911
Florida,Hendry County,0,2000,12051,945.1967118915759,23.086900798897993,pop2000,36326
Florida,Hernando County,2,2000,12053,952.6101581280049,21.2894838479849,pop2000,131425
Florida,Highlands County,0,2000,12055,734.0233108932907,22.13763597849253,pop2000,87407
Florida,Hillsborough County,2,2000,12057,861.1788173251682,22.21093776490953,pop2000,1003269
Florida,Holmes County,0,2000,12059,1119.4666147085336,19.053165377103365,pop2000,18535
Florida,Indian River County,2,2000,12061,949.2306046919389,22.224365407770332,pop2000,113387
Florida,Jackson County,0,2000,12063,1020.1568904067531,19.74295202891032,pop2000,46754
Florida,Jefferson County,0,2000,12065,1023.8853406039151,19.34791281006553,pop2000,12906
